profil	profilnummer	bezeichnung	tiefe	uebergang_cm	uebergang_form	art	umlagerung	ph_wert	bodenart	farbe_munsell	farbe_sonst	feinwurzeln	grobwurzeln	humus_klasse	humus_wert	skelett_wert	skelett_klasse	dichte_wert	dichte_klasse	carbonat_wert	carbonat_klasse	porositaet	gefuege1	gefuege1_anteil	gefuege2	gefuege2_anteil	fleckenzahl	fleckenart	konkretionen	artefakte	kommentar	bodenartlabor	ton	schluff	sand	sand_fein	sand_mittel	sand_grob	phmethode	fleckung	evaluate	Px01_Hu	Px02_Sk	Px03_Ld	Px03a_LdZ	Px04_FB	Px05_TM	Px06_HM	Px07_nFK	Px08_FK	Px09_LK	Px10_WSV	Px11_GPV	Px12_kf	Px13_KAKpot	Px14_KAKeff	Px15_Mb	
41	38_U	Ah	5					3.9	uS - schluffiger Sand					sehr stark humos (8-15%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		12.5	0.0	Ld1	1.0	50.0	1.0	6.3	15.0	23.0	5.0	15.0	23.0	40.0	29.0	9.0	20.0	
41	38_U	Bv1	30					3.9	lS - lehmiger Sand					mittel humos (2-4%)		5.0	gering (0 bis <10%)		mittel		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		3.0	5.0	Ld3	1.55	368.0	37.0	11.0	52.0	81.0	20.0	52.0	101.0	20.0	13.0	4.0	20.0	
41	38_U	Bv2	60					3.9	lS - lehmiger Sand					humusfrei (0%)		60.0	sehr hoch (40 bis <80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	70																		0.0	60.0	Ld4	1.8	216.0	22.0	0.0	22.0	33.0	6.0	22.0	39.0	300.0	7.0	2.0	20.0	
41	38_U	BvCv3	75					4.1	lS - lehmiger Sand					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		0.0	70.0	Ld4	1.8	81.0	8.0	0.0	8.0	12.0	11.0	8.0	15.0	300.0	7.0	4.0	20.0	
41	38_U	Cv	100					4.5	lS - lehmiger Sand					humusfrei (0%)		90.0	vorwiegend (über 80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		0.0	90.0	Ld5	2.0	50.0	5.0	0.0	5.0	7.0	6.0	5.0	8.0	300.0	7.0	4.0	40.0	
42	39_U	Ah	1					3.8	uS - schluffiger Sand					anmoorig bzw. äußerst humos (15-30%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		22.5	0.0	Ld1	1.0	10.0	0.0	2.3	4.0	6.0	1.0	4.0	7.0	40.0	49.0	15.0	20.0	
42	39_U	Ahe	2					3.8	uS - schluffiger Sand					humusfrei (0%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	0.0	Ld1	1.0	10.0	0.0	0.0	3.0	4.0	1.0	3.0	5.0	40.0	4.0	1.0	20.0	
42	39_U	Bv	22					4.1	lS - lehmiger Sand					humusfrei (0%)		20.0	mäßig (10 bis <20%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	90																		0.0	20.0	Ld1	1.0	160.0	16.0	0.0	40.0	57.0	16.0	40.0	73.0	45.0	7.0	4.0	20.0	
42	39_U	BvCv1	45					4.3	lS - lehmiger Sand					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	70																		0.0	70.0	Ld2	1.3	90.0	9.0	0.0	17.0	24.0	17.0	17.0	31.0	300.0	7.0	4.0	30.0	
42	39_U	BvCv2	70					4.5	uS - schluffiger Sand					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	70																		0.0	70.0	Ld2	1.3	98.0	2.0	0.0	20.0	27.0	19.0	20.0	34.0	300.0	4.0	2.0	40.0	
43	40_U	Ahb	4					3.5	uS - schluffiger Sand					anmoorig bzw. äußerst humos (15-30%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		22.5	0.0	Ld1	1.0	40.0	1.0	9.0	15.0	22.0	2.0	17.0	29.0	40.0	49.0	15.0	10.0	
43	40_U	AhBv	20					4.0	sU - sandiger Schluff					anmoorig bzw. äußerst humos (15-30%)		70.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	80																		22.5	70.0	Ld2	1.3	62.0	5.0	14.0	18.0	27.0	12.0	30.0	35.0	300.0	53.0	27.0	20.0	
43	40_U	BvCv1	40					4.0	sU - sandiger Schluff					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	70.0	Ld4	1.8	108.0	8.0	0.0	13.0	19.0	15.0	28.0	20.0	300.0	8.0	4.0	20.0	
43	40_U	IIBvCv1	55					4.1	lS - lehmiger Sand					humusfrei (0%)		0.0	kein (0%)		dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	0.0	Ld4	1.8	270.0	27.0	0.0	27.0	41.0	8.0	35.0	49.0	11.0	7.0	4.0	20.0	
43	40_U	IIICuv1	75					4.2	sU - sandiger Schluff					humusfrei (0%)		0.0	kein (0%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	0.0	Ld5	2.0	400.0	30.0	0.0	42.0	62.0	6.0	48.0	68.0	4.0	8.0	4.0	30.0	
43	40_U	IIICuv2	100					3.9	sU - sandiger Schluff					humusfrei (0%)		0.0	kein (0%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	0.0	Ld5	2.0	500.0	38.0	0.0	53.0	78.0	8.0	61.0	85.0	4.0	8.0	2.0	20.0	
44	41_U	Ahe	5					3.8	sU - sandiger Schluff					sehr stark humos (8-15%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	90																		12.5	0.0	Ld1	1.0	50.0	4.0	6.3	15.0	25.0	7.0	22.0	24.0	32.0	33.0	10.0	20.0	
44	41_U	Bhs	15					4.0	sU - sandiger Schluff					stark humos (4-8%)		10.0	gering (0 bis <10%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		6.0	10.0	Ld2	1.3	117.0	9.0	7.0	27.0	42.0	10.0	37.0	53.0	32.0	20.0	10.0	20.0	
44	41_U	BvCv1	40					4.0	sU - sandiger Schluff					humusfrei (0%)		60.0	sehr hoch (40 bis <80%)		mittel		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		0.0	60.0	Ld3	1.55	155.0	12.0	0.0	24.0	34.0	6.0	30.0	39.0	300.0	8.0	4.0	20.0	
44	41_U	BvCv2	50					4.0	sU - sandiger Schluff					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		0.0	70.0	Ld4	1.8	54.0	4.0	0.0	6.0	9.0	8.0	14.0	10.0	300.0	8.0	4.0	20.0	
44	41_U	BvCv3	55					3.8	lS - lehmiger Sand					humusfrei (0%)		0.0	kein (0%)		mittel		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	0.0	Ld3	1.55	78.0	8.0	0.0	11.0	15.0	4.0	15.0	19.0	20.0	7.0	2.0	20.0	
45	42_U	Ahe	2					3.9	uS - schluffiger Sand					anmoorig bzw. äußerst humos (15-30%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	90																		22.5	0.0	Ld1	1.0	20.0	1.0	4.5	7.0	11.0	1.0	8.0	15.0	40.0	49.0	15.0	20.0	
45	42_U	Bv	15					4.0	sU - sandiger Schluff					humusfrei (0%)		15.0	mäßig (10 bis <20%)		mittel		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	60																		0.0	15.0	Ld3	1.55	171.0	13.0	0.0	26.0	37.0	6.0	32.0	43.0	11.0	8.0	4.0	20.0	
45	42_U	BvCv1	30					4.1	sU - sandiger Schluff					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		0.0	80.0	Ld4	1.8	54.0	4.0	0.0	6.0	9.0	8.0	14.0	10.0	300.0	8.0	4.0	20.0	
45	42_U	BvCv2	60					4.2	uS - schluffiger Sand					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		0.0	70.0	Ld4	1.8	162.0	4.0	0.0	18.0	25.0	23.0	41.0	29.0	300.0	4.0	2.0	30.0	
45	42_U	IICuv	75					4.2	lS - lehmiger Sand					humusfrei (0%)		90.0	vorwiegend (über 80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		0.0	90.0	Ld5	2.0	30.0	3.0	0.0	3.0	4.0	4.0	7.0	5.0	300.0	7.0	4.0	30.0	
46	43_T	Ahb	10					6.8	U - Schluff					sehr stark humos (8-15%)		30.0	hoch (20 bis <40%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Krümel	70																		12.5	30.0	Ld1	1.0	70.0	7.0	8.8	21.0	34.0	10.0	21.0	33.0	300.0	35.0	32.0	90.0	
46	43_T	AhBv	27					7.1	U - Schluff					stark humos (4-8%)		35.0	hoch (20 bis <40%)		locker		schwach kalkhaltig (0.5 bis <1.5%)		Kohärentgefüge	50																		6.0	35.0	Ld2	1.3	144.0	14.0	8.6	33.0	51.0	12.0	33.0	65.0	27.0	22.0	22.0	95.0	
46	43_T	IIBvCv	55					7.7	sL - sandiger Lehm					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		mittel		stark kalkhaltig (>5%)		Einzelkorn	50																		0.0	70.0	Ld3	1.55	130.0	26.0	0.0	14.0	29.0	21.0	14.0	34.0	300.0	13.0	13.0	100.0	
46	43_T	IICv	100					7.5	sL - sandiger Lehm					humusfrei (0%)		90.0	vorwiegend (über 80%)		mittel		stark kalkhaltig (>5%)		Einzelkorn	50																		0.0	90.0	Ld3	1.55	70.0	14.0	0.0	8.0	15.0	11.0	8.0	18.0	300.0	13.0	13.0	100.0	
47	44_T	Ahb1	10					7.3	sU - sandiger Schluff					sehr stark humos (8-15%)		5.0	gering (0 bis <10%)		locker		stark kalkhaltig (>5%)		Krümel	60																		12.5	5.0	Ld2	1.3	124.0	9.0	15.5	29.0	47.0	13.0	42.0	45.0	300.0	33.0	33.0	95.0	
47	44_T	Ahb2	20					7.4	sU - sandiger Schluff					sehr stark humos (8-15%)		30.0	hoch (20 bis <40%)		mittel		stark kalkhaltig (>5%)		Krümel	60																		12.5	30.0	Ld3	1.55	109.0	8.0	13.6	20.0	30.0	8.0	28.0	27.0	11.0	33.0	33.0	95.0	
47	44_T	BvCv	40					7.4	sU - sandiger Schluff					stark humos (4-8%)		75.0	sehr hoch (40 bis <80%)		mittel		stark kalkhaltig (>5%)		Einzelkorn	100																		6.0	75.0	Ld3	1.55	78.0	6.0	4.7	14.0	21.0	13.0	27.0	25.0	300.0	20.0	20.0	95.0	
47	44_T	Cv	60					7.3	sU - sandiger Schluff					humusfrei (0%)		95.0	vorwiegend (über 80%)		mittel		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	95.0	Ld3	1.55	16.0	1.0	0.0	2.0	3.0	3.0	5.0	4.0	300.0	8.0	8.0	95.0	
48	45_T	Ah	20					7.2	sU - sandiger Schluff					mittel humos (2-4%)		80.0	sehr hoch (40 bis <80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	70																		3.0	80.0	Ld2	1.3	52.0	4.0	1.6	11.0	17.0	10.0	11.0	21.0	300.0	14.0	14.0	95.0	
48	45_T	Cv	40					7.3	sU - sandiger Schluff					mittel humos (2-4%)		70.0	sehr hoch (40 bis <80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		3.0	70.0	Ld2	1.3	78.0	6.0	2.3	16.0	26.0	15.0	16.0	31.0	300.0	14.0	14.0	95.0	
48	45_T	C1	60					7.4	sU - sandiger Schluff					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	90.0	Ld2	1.3	26.0	2.0	0.0	5.0	8.0	5.0	5.0	10.0	300.0	8.0	8.0	95.0	
49	46_T	Ah	3					4.2	sU - sandiger Schluff					sehr stark humos (8-15%)		25.0	hoch (20 bis <40%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		12.5	25.0	Ld1	1.0	23.0	2.0	2.9	7.0	11.0	3.0	7.0	11.0	32.0	33.0	17.0	30.0	
49	46_T	Bv1	25					4.2	sU - sandiger Schluff					stark humos (4-8%)		25.0	hoch (20 bis <40%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		6.0	25.0	Ld1	1.0	165.0	12.0	9.9	49.0	77.0	18.0	49.0	97.0	32.0	20.0	10.0	30.0	
49	46_T	Bv2	45					4.0	sU - sandiger Schluff					humusfrei (0%)		25.0	hoch (20 bis <40%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	25.0	Ld1	1.0	150.0	11.0	0.0	39.0	58.0	13.0	39.0	71.0	32.0	8.0	4.0	20.0	
49	46_T	BvCv	70					4.0	sU - sandiger Schluff					humusfrei (0%)		70.0	sehr hoch (40 bis <80%)		locker		kalkfrei bis kalkarm (<0.5%)		Subpolyeder	70																		0.0	70.0	Ld2	1.3	98.0	7.0	0.0	20.0	29.0	19.0	20.0	36.0	300.0	8.0	4.0	20.0	
50	47_T	Ahb	2					7.2	lS - lehmiger Sand					stark humos (4-8%)		0.0	kein (0%)		sehr locker		stark kalkhaltig (>5%)		Einzelkorn	70																		6.0	0.0	Ld1	1.0	20.0	2.0	1.2	6.0	9.0	2.0	8.0	11.0	45.0	19.0	19.0	95.0	
50	47_T	Arig1	12					7.3	sL - sandiger Lehm					stark humos (4-8%)		65.0	sehr hoch (40 bis <80%)		sehr locker		stark kalkhaltig (>5%)		Einzelkorn	100																		6.0	65.0	Ld1	1.0	35.0	7.0	2.1	9.0	18.0	9.0	18.0	22.0	300.0	25.0	25.0	95.0	
50	47_T	Arig2	25					7.3	sL - sandiger Lehm					stark humos (4-8%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		6.0	90.0	Ld2	1.3	17.0	3.0	1.0	3.0	7.0	3.0	6.0	8.0	300.0	25.0	25.0	95.0	
50	47_T	Arig3	45					7.4	sL - sandiger Lehm					stark humos (4-8%)		70.0	sehr hoch (40 bis <80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		6.0	70.0	Ld2	1.3	78.0	16.0	4.7	16.0	31.0	15.0	31.0	38.0	300.0	25.0	25.0	95.0	
50	47_T	IIBvCv1	60					7.5	sL - sandiger Lehm					humusfrei (0%)		90.0	vorwiegend (über 80%)		dicht		stark kalkhaltig (>5%)		Kohärentgefüge	100																		0.0	90.0	Ld4	1.8	27.0	5.0	0.0	2.0	5.0	4.0	6.0	5.0	300.0	13.0	13.0	100.0	
50	47_T	IIBvCv2	90					7.4	sL - sandiger Lehm					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		dicht		stark kalkhaltig (>5%)		Kohärentgefüge	100																		0.0	80.0	Ld4	1.8	108.0	22.0	0.0	9.0	18.0	15.0	24.0	21.0	300.0	13.0	13.0	95.0	
50	47_T	IIIBvCv3	100					7.4	lS - lehmiger Sand					humusfrei (0%)		10.0	gering (0 bis <10%)		sehr locker		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	10.0	Ld1	1.0	90.0	9.0	0.0	23.0	32.0	9.0	32.0	41.0	45.0	7.0	7.0	95.0	
50	47_T	IVBvCv4	120					7.4	sL - sandiger Lehm					humusfrei (0%)		90.0	vorwiegend (über 80%)		dicht		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	90.0	Ld4	1.8	36.0	7.0	0.0	3.0	6.0	5.0	8.0	7.0	300.0	13.0	13.0	95.0	
51	48_T	Ahb1	30					7.6	uL - schluffiger Lehm					sehr stark humos (8-15%)		70.0	sehr hoch (40 bis <80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	80																		12.5	70.0	Ld2	1.3	117.0	35.0	14.6	25.0	54.0	23.0	25.0	49.0	300.0	43.0	43.0	100.0	
51	48_T	Ahb2	45					7.6	sL - sandiger Lehm					stark humos (4-8%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	80																		6.0	90.0	Ld2	1.3	20.0	4.0	1.2	4.0	8.0	4.0	4.0	9.0	300.0	25.0	25.0	100.0	
51	48_T	BvCv	70					7.7	sL - sandiger Lehm					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	90.0	Ld2	1.3	33.0	7.0	0.0	6.0	10.0	6.0	6.0	12.0	300.0	13.0	13.0	100.0	
51	48_T	(II)Cv1	100					7.7	sL - sandiger Lehm					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	90.0	Ld2	1.3	39.0	8.0	0.0	7.0	12.0	8.0	7.0	15.0	300.0	13.0	13.0	100.0	
51	48_T	(II)Cv2	115					7.7	sL - sandiger Lehm					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	90.0	Ld2	1.3	20.0	4.0	0.0	3.0	6.0	4.0	3.0	7.0	300.0	13.0	13.0	100.0	
51	48_T	(II)C	130					7.8	sL - sandiger Lehm					humusfrei (0%)		90.0	vorwiegend (über 80%)		locker		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	90.0	Ld2	1.3	20.0	4.0	0.0	3.0	6.0	4.0	3.0	7.0	300.0	13.0	13.0	100.0	
52	49_T	Ahb1	5					7.2	U - Schluff					sehr stark humos (8-15%)		20.0	mäßig (10 bis <20%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		12.5	20.0	Ld2	1.3	52.0	5.0	6.5	12.0	20.0	6.0	12.0	19.0	27.0	35.0	35.0	95.0	
52	49_T	Ahb2	25					7.2	uL - schluffiger Lehm					sehr stark humos (8-15%)		40.0	hoch (20 bis <40%)		mittel		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		12.5	40.0	Ld3	1.55	186.0	56.0	23.3	28.0	62.0	13.0	28.0	53.0	19.0	43.0	43.0	95.0	
52	49_T	(II)AC1	45					7.5	uL - schluffiger Lehm					mittel humos (2-4%)		75.0	sehr hoch (40 bis <80%)		mittel		stark kalkhaltig (>5%)		Einzelkorn	50																		3.0	75.0	Ld3	1.55	78.0	23.0	2.3	9.0	21.0	13.0	9.0	25.0	300.0	24.0	24.0	100.0	
52	49_T	(II)AC2	60					7.3	uL - schluffiger Lehm					mittel humos (2-4%)		90.0	vorwiegend (über 80%)		mittel		mäßig kalkhaltig (1.5 bis 5%)		Einzelkorn	50																		3.0	90.0	Ld3	1.55	23.0	7.0	0.7	3.0	6.0	4.0	3.0	7.0	300.0	24.0	24.0	95.0	
53	50_T	Ahb	2					4.8	sU - sandiger Schluff					sehr stark humos (8-15%)		0.0	kein (0%)		sehr locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		12.5	0.0	Ld1	1.0	20.0	2.0	2.5	6.0	10.0	3.0	6.0	10.0	32.0	33.0	17.0	50.0	
53	50_T	Bv	20					4.0	sU - sandiger Schluff					stark humos (4-8%)		5.0	gering (0 bis <10%)		sehr locker		schwach kalkhaltig (0.5 bis <1.5%)		Einzelkorn	100																		6.0	5.0	Ld1	1.0	171.0	13.0	10.3	50.0	80.0	19.0	50.0	101.0	32.0	20.0	10.0	20.0	
53	50_T	BvCv	40					4.2	sU - sandiger Schluff					humusfrei (0%)		15.0	mäßig (10 bis <20%)		mittel		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	15.0	Ld3	1.55	264.0	20.0	0.0	40.0	57.0	9.0	40.0	66.0	11.0	8.0	4.0	30.0	
53	50_T	(II)Cv	50					4.4	sU - sandiger Schluff					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		mittel		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	80.0	Ld3	1.55	31.0	2.0	0.0	5.0	7.0	5.0	5.0	8.0	300.0	8.0	4.0	30.0	
53	50_T	IIICu	65					6.7	lU - lehmiger Schluff					humusfrei (0%)		90.0	vorwiegend (über 80%)		mittel		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	90.0	Ld3	1.55	23.0	5.0	0.0	3.0	5.0	4.0	3.0	6.0	300.0	14.0	13.0	90.0	
54	51_T	Ai	1					4.5	sU - sandiger Schluff					stark humos (4-8%)		0.0	kein (0%)		mittel		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		6.0	0.0	Ld3	1.55	16.0	1.0	1.0	3.0	4.0	1.0	3.0	5.0	11.0	20.0	10.0	40.0	
54	51_T	Bv	20					4.5	sU - sandiger Schluff					stark humos (4-8%)		15.0	mäßig (10 bis <20%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		6.0	15.0	Ld5	2.0	323.0	24.0	19.4	40.0	62.0	9.0	40.0	73.0	4.0	20.0	10.0	40.0	
54	51_T	(II)CV	30					6.8	uL - schluffiger Lehm					humusfrei (0%)		95.0	vorwiegend (über 80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	95.0	Ld5	2.0	10.0	3.0	0.0	1.0	2.0	1.0	1.0	2.0	300.0	18.0	16.0	90.0	
55	52_T	Ahb	15					7.1	sU - sandiger Schluff					anmoorig bzw. äußerst humos (15-30%)		60.0	sehr hoch (40 bis <80%)		locker		schwach kalkhaltig (0.5 bis <1.5%)		Einzelkorn	50																		22.5	60.0	Ld2	1.3	78.0	6.0	17.6	22.0	34.0	4.0	22.0	44.0	300.0	53.0	53.0	95.0	
55	52_T	AhCv	25					7.6	uL - schluffiger Lehm					sehr stark humos (8-15%)		85.0	vorwiegend (über 80%)		mittel		stark kalkhaltig (>5%)		Subpolyeder	70																		12.5	85.0	Ld3	1.55	23.0	7.0	2.9	3.0	8.0	4.0	3.0	7.0	300.0	43.0	43.0	100.0	
55	52_T	Cv	35					7.7	uL - schluffiger Lehm					humusfrei (0%)		95.0	vorwiegend (über 80%)		mittel		stark kalkhaltig (>5%)		Einzelkorn	100																		0.0	95.0	Ld3	1.55	8.0	2.0	0.0	1.0	2.0	1.0	1.0	2.0	300.0	18.0	18.0	100.0	
56	53_T	AhCv	10					6.5	lU - lehmiger Schluff					stark humos (4-8%)		70.0	sehr hoch (40 bis <80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		6.0	70.0	Ld4	1.8	54.0	11.0	3.2	6.0	13.0	8.0	6.0	15.0	300.0	26.0	23.0	90.0	
56	53_T	Cv	20					7.1	lU - lehmiger Schluff					humusfrei (0%)		95.0	vorwiegend (über 80%)		dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	100																		0.0	95.0	Ld4	1.8	9.0	2.0	0.0	1.0	2.0	1.0	1.0	2.0	300.0	14.0	14.0	95.0	
57	55_T	Ah	15					5.3	sU - sandiger Schluff					mittel humos (2-4%)		5.0	gering (0 bis <10%)		mittel		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		3.0	5.0	Ld3	1.55	221.0	17.0	6.6	35.0	53.0	10.0	35.0	63.0	11.0	14.0	10.0	60.0	
57	55_T	Bv	30					6.1	sU - sandiger Schluff					humusfrei (0%)		10.0	gering (0 bis <10%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	10.0	Ld5	2.0	270.0	20.0	0.0	28.0	42.0	4.0	28.0	46.0	4.0	8.0	7.0	80.0	
57	55_T	(II)BvCv1	52					6.3	sL - sandiger Lehm					humusfrei (0%)		60.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	60.0	Ld5	2.0	176.0	35.0	0.0	13.0	27.0	4.0	13.0	31.0	300.0	13.0	12.0	80.0	
57	55_T	(II)BvCv2	70					7.0	sL - sandiger Lehm					humusfrei (0%)		85.0	vorwiegend (über 80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	85.0	Ld5	2.0	54.0	11.0	0.0	4.0	8.0	7.0	4.0	10.0	300.0	13.0	13.0	95.0	
58	56_T	Ahb	3					5.6	sU - sandiger Schluff					sehr stark humos (8-15%)		30.0	hoch (20 bis <40%)		locker		schwach kalkhaltig (0.5 bis <1.5%)		Einzelkorn	50																		12.5	30.0	Ld2	1.3	27.0	2.0	3.4	6.0	10.0	3.0	6.0	10.0	32.0	33.0	23.0	70.0	
58	56_T	Bv	25					5.1	sU - sandiger Schluff					mittel humos (2-4%)		30.0	hoch (20 bis <40%)		dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		3.0	30.0	Ld4	1.8	277.0	21.0	8.3	34.0	53.0	7.0	34.0	60.0	4.0	14.0	10.0	60.0	
58	56_T	IIBvCv	40					6.1	sL - sandiger Lehm					humusfrei (0%)		40.0	hoch (20 bis <40%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	40.0	Ld5	2.0	180.0	36.0	0.0	13.0	27.0	5.0	13.0	32.0	8.0	13.0	12.0	80.0	
58	56_T	IICv	60					6.7	sL - sandiger Lehm					humusfrei (0%)		90.0	vorwiegend (über 80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	50																		0.0	90.0	Ld5	2.0	40.0	8.0	0.0	3.0	6.0	5.0	3.0	7.0	300.0	13.0	12.0	90.0	
59	57_T	Ah	10					3.7	sU - sandiger Schluff					stark humos (4-8%)		40.0	hoch (20 bis <40%)		locker		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		6.0	40.0	Ld2	1.3	78.0	6.0	4.7	18.0	28.0	7.0	18.0	35.0	32.0	20.0	6.0	10.0	
59	57_T	Bv	25					3.7	sU - sandiger Schluff					stark humos (4-8%)		40.0	hoch (20 bis <40%)		mittel		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		6.0	40.0	Ld3	1.55	140.0	11.0	8.4	24.0	37.0	7.0	24.0	45.0	11.0	20.0	6.0	10.0	
59	57_T	BvCv	50					3.8	sU - sandiger Schluff					humusfrei (0%)		60.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	60.0	Ld5	2.0	200.0	15.0	0.0	21.0	31.0	3.0	21.0	34.0	300.0	8.0	2.0	20.0	
59	57_T	IICv	70					3.7	sU - sandiger Schluff					humusfrei (0%)		80.0	sehr hoch (40 bis <80%)		sehr dicht		kalkfrei bis kalkarm (<0.5%)		Kohärentgefüge	100																		0.0	80.0	Ld5	2.0	80.0	6.0	0.0	8.0	12.0	10.0	8.0	14.0	300.0	8.0	2.0	10.0	
60	58_T	Ai	1					4.4	lS - lehmiger Sand					mittel humos (2-4%)		0.0	kein (0%)		locker		kalkfrei bis kalkarm (<0.5%)		Einzelkorn	70																		3.0	0.0	Ld2	1.3	13.0	1.0	0.4	3.0	4.0	1.0	3.0	5.0	45.0	13.0	7.0	30.0	
